,Ligand_Short_Hand_descrip_Tollman Cone Angle/Bite Angle,Ligand_Short_Hand_descrip_Denticity,Ligand_Short_Hand_descrip_Hybridisation,Ligand_Short_Hand_descrip_E (HOMO),Ligand_Short_Hand_descrip_E (LUMO),Ligand_Short_Hand_descrip_Steric Parameter,Ligand_Short_Hand_descrip_Proton Affinity ,Base_Short_Hand_descrip_pKa in Water,Base_Short_Hand_descrip_Organic/Inorganic,Base_Short_Hand_descrip_# of Deprotonations,Solvent_1_Short_Hand_descrip_Polarity of Co-Solvent (PCA1),Solvent_1_Short_Hand_descrip_Polarisability (PCA2),Solvent_1_Short_Hand_descrip_Hydrogen Bonding (PCA3),Solvent_1_Short_Hand_descrip_PCA4*,Reactant_1_Name_6-Bromoquinoline,Reactant_1_Name_6-Iodoquinoline,Reactant_1_Name_6-Quinolineboronic acid pinacol ester,Reactant_1_Name_6-chloroquinoline,Reactant_1_Name_6-quinoline-boronic acid hydrochloride,Reactant_1_Name_6-triflatequinoline,Reactant_1_Name_Potassium quinoline-6-trifluoroborate,"Reactant_2_Name_2a, Boronic Acid","Reactant_2_Name_2b, Boronic Ester","Reactant_2_Name_2c, Trifluoroborate","Reactant_2_Name_2d, Bromide",Product_Yield_PCT_Area_UV
4274,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.184437293775315
4276,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.16176789228799598
4277,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.169053716059687
4279,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.16077824177926398
4281,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.175860434947643
4282,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.261568915740509
4283,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.19803422187793998
4285,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.129162828294213
4286,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.146097419549048
4288,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.128303056362919
4289,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.13527643954306
4291,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.12678714347748798
4293,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.143074252820515
4294,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.23574301886241902
4295,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.177692336632117
4297,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.146828141858498
4298,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.167903224406293
4300,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.16643643483808201
4301,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.146634168433932
4303,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.147761248579395
4305,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.15618163536170201
4306,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.269657531357785
4307,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.158920685207456
4309,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.137538503353363
4310,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.16467840624234298
4312,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.190432706921682
4313,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.144973457703085
4315,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.156359449045608
4317,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.161674486830495
4318,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.24576891228680398
4319,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,0,1,0,0.177220932854007
4333,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.13235253351861298
4334,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.24254761095046798
4336,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.23954519890714301
4337,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.174616430517476
4339,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.17392882736549498
4341,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.159011170951669
4342,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.216060293779218
4343,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.207909051512092
4345,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.15373121255223698
4346,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.207251250141586
4348,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.210777858641896
4349,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.163204318122727
4351,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.15133274670707
4353,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.17402750046029103
4354,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.244959760137799
4355,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.18825978315794997
4357,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.147306270993678
4358,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.17572260786346
4360,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.186506223482094
4361,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.182451991148184
4363,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.159298397408832
4365,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.159410393876556
4366,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.197901290675001
4367,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.155677597712784
4369,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.153820358281571
4370,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.213052621997714
4372,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.20821366033309002
4373,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.17069441434461702
4375,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.15821531735476
4377,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.17562780920136198
4378,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.23144172920112902
4379,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.157894157579019
4381,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,10.8,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.131051457049997
4382,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,10.8,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.170972123976396
4384,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,10.8,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.167977535767663
4385,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,10.8,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.15124803317073401
4387,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,10.8,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.15907112002114998
4389,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,10.8,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.187159964347128
4390,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,10.8,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.267189840998509
4391,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,10.8,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.16818124081074198
4393,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.178800456894309
4394,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.245450290119482
4396,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.22838088457124597
4397,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.16989881760192102
4399,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.198110296591984
4401,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.235534690171973
4402,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.299412556000617
4403,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.196307799314961
4405,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.181843943169362
4406,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.254907356037059
4408,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.252465029470301
4409,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.200179487369952
4411,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.23942960831204002
4413,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.232151416622732
4414,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.310065968045148
4415,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,0,1,0,0.20066702995187602
4429,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.157202914291868
4430,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.226611029800933
4432,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.18473867935604002
4433,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.150532562807673
4435,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.17260305719503102
4437,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.169367555090247
4438,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.203409556686407
4439,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.180471775974517
4441,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.15779599779263498
4442,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.188679305004403
4444,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.184026215734594
4445,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.148722909551475
4447,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.152717294745948
4449,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.17072042693713002
4450,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.211872112941101
4451,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.18258761584768
4453,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.164381550615815
4454,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.18564665761378202
4456,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.20047578869526098
4457,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.162119038508757
4459,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.163931778746499
4461,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.160147873377175
4462,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.205203978024226
4463,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,17.0,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.17957569109893298
4465,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.6,1.0,2.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.16182755651782402
4466,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.6,1.0,2.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.203544258247649
4468,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.6,1.0,2.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.169563435574462
4469,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.6,1.0,2.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.155781278638681
4471,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.6,1.0,2.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.171339597937795
4473,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.6,1.0,2.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.17211609094359498
4474,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.6,1.0,2.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.246332353908216
4475,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.6,1.0,2.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.211343148460606
4477,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.179694922118974
4478,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.18632309700428898
4480,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.156660565784715
4481,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.203272477763266
4483,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.205495805648052
4485,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.217356260112482
4486,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.34007788825468305
4487,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,10.8,1.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.18229957183823
4489,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.163771258547634
4490,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.24483712382733303
4492,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.150789546778312
4493,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.175610727550816
4495,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.209123802280894
4497,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,-2.67998,0.527336,-1.58183,-0.775239,0,0,0,1,0,0,0,0,0,1,0,0.208273870124278
